nombre,edad,calle,ciudad,provincia,cp,longitud,latitud
Jose Manuel Montaña Juárez,64,Camino Adora Vendrell 710,Murcia,Ávila,39112,-73.388979,0.4288345
Cristian Porras Llamas,76,Cuesta de Melania Pinedo 10 Apt. 56 ,Jaén,Ceuta,19394,-157.341992,-50.752721
Feliciana de Alcalde,20,Ronda de Manu Elías 10,Murcia,Castellón,18512,139.691755,-78.476344
Teresa Arce Tejada,21,Vial de María Ángeles Carvajal 178,Burgos,Albacete,33346,-42.962441,-39.4814695
Fidel Chus Daza Sebastián,58,Cañada de Melisa Caparrós 7,Zaragoza,Cádiz,46263,-100.971516,-34.3750315
Azeneth Valeria Garay Miguel,39,Glorieta Alfredo Arrieta 50,Palencia,Ávila,03960,-57.467288,44.365735
Tito Luís Vilaplana,35,Avenida Maxi Tejera 862,Castellón,Huesca,10677,176.602956,-85.4179585
José Ángel Celestino Gascón Ruano,50,Glorieta Modesta Aguilar 32,Navarra,Ávila,46026,1.282002,-59.0696965
Jimena de Sancho,60,Glorieta Odalis Llorente 94,Soria,Toledo,23560,12.543589,75.9279665
Diego Vara,73,Via Patricio Mateu 41 Apt. 17 ,Burgos,La Coruña,35088,-123.339752,-29.4312695
Fidel de Juárez,52,Urbanización Concha Marti 29,Álava,Santa Cruz de Tenerife,08633,-137.904742,1.2445085
Fortunata de Lamas,20,Acceso Montserrat Abella 77 Piso 3 ,Cuenca,Santa Cruz de Tenerife,21954,-134.012255,57.2828655
Nicodemo Espinosa Páez,66,Rambla Angelina Gonzalo 425,Tarragona,Las Palmas,40974,-127.639926,-52.646168
Domingo Comas Batalla,43,Avenida Roberta Huertas 50 Piso 5 ,Segovia,La Coruña,16990,106.882458,58.287803
Marisela Mendez-Gutiérrez,21,Pasadizo de Tania Seco 659,Málaga,La Coruña,02824,-130.530589,11.885941
Salvador del Mosquera,70,Pasaje de Maximino Salvador 92 Apt. 00 ,Guadalajara,La Coruña,50132,81.364127,33.6367195
Gerardo Mario Mateo Valero,49,Callejón Esther Belmonte 5 Apt. 70 ,Ávila,Cantabria,28450,-169.240454,84.8794995
María Pilar Rodríguez Llorente,47,Cuesta Genoveva Sacristán 61 Piso 0 ,Santa Cruz de Tenerife,Jaén,43181,-86.895877,55.541099
Tristán Juan Buendía Morillo,23,Calle de Sandalio Macías 10 Apt. 52 ,Cantabria,Álava,09498,-95.432092,20.239278
Bernardo Marí Alcántara,24,Calle Emilio Arregui 271,Lugo,Asturias,23122,115.882530,-60.4627725
Ale Garrido Bosch,49,Urbanización de Ovidio Mesa 3 Piso 1 ,Badajoz,Las Palmas,47105,-166.851887,-6.735030
Inés Giralt Barroso,80,Pasaje José Antonio Posada 8 Apt. 24 ,Guipúzcoa,Segovia,20089,168.215908,-1.0613195
Severo Guillén Leon,63,Pasaje de Gerardo López 53 Puerta 7 ,Valladolid,Segovia,38873,-55.015686,-38.070729
Dionisio Villalobos Conesa,31,Pasadizo Oriana Briones 98,Ceuta,La Coruña,45528,-80.199300,-38.431546
Raquel Morena Quesada Gil,27,Calle Manola Villalba 600,Badajoz,Alicante,07785,88.773915,10.997669
Isaac Roselló Anglada,28,Avenida de Samanta Pina 61,Salamanca,Málaga,22099,-58.600917,5.843014
Fabiola Ávila Berrocal,44,Urbanización Jose Cámara 688,Albacete,Vizcaya,44633,-59.299243,71.447454
Eusebia Posada Moya,74,C. Salomé Arranz 350,Alicante,Alicante,22960,-59.589561,-54.762846
Fabián de Ferrera,36,Plaza de Rolando Jover 49,Madrid,Huelva,09938,-81.587062,-80.3491025
Lucas del Vigil,35,C. Lorenzo Peiró 2 Piso 6 ,Ourense,Teruel,22052,71.455420,43.740298
Jeremías Borja Borja,43,Rambla Belen Yuste 280 Puerta 0 ,Burgos,Málaga,16659,143.284505,52.552590
Esmeralda Cabezas,61,Ronda de Tere Paniagua 61,Las Palmas,Granada,03448,40.425267,-14.9602255
Tecla Carro Melero,47,Alameda Aroa Dueñas 69,Cuenca,Salamanca,41518,-64.165768,34.6917495
Nando García Laguna,34,Cuesta de Yésica Bustamante 82 Puerta 3 ,Jaén,Granada,11391,-167.546317,78.450280
Borja de Cabanillas,18,Via Encarna Barroso 72 Piso 1 ,Las Palmas,Málaga,48497,-94.248925,-3.5007755
Victoriano Alcázar Coronado,23,Vial de Rosa María Hidalgo 563 Apt. 12 ,Cáceres,Alicante,16884,119.525669,-5.461019
Alex Escrivá Milla,35,Avenida de Cleto Marí 57,Guipúzcoa,Albacete,42612,109.129940,2.393677
Ágata Belda Cueto,36,Cañada de Jose Ignacio Moreno 93,Navarra,Madrid,41665,48.270069,-39.8602825
Saturnina del Ávila,40,Urbanización de Elías Pol 5,Tarragona,Valencia,19735,-3.982112,45.076574
Ernesto Acero Cobo,50,C. de Cirino Iniesta 18,Madrid,Cádiz,11431,-39.496283,33.495307
Socorro Tenorio,37,Via Marcelo Guitart 60,Zaragoza,Asturias,07455,0.243956,-77.1388585
Pepita Avilés-Amigó,79,Calle Olegario Duarte 901,Barcelona,Melilla,15163,14.622625,59.9805555
Azucena Muro Larrañaga,31,Alameda Marina Otero 6,Ourense,Navarra,42559,-38.471755,-41.3631005
Carlota Robledo,73,Acceso de Cecilia Seco 1,Castellón,Sevilla,20105,70.948988,-71.833814
Leticia Alfonso Solsona,69,Paseo Clementina Canales 42,Zaragoza,Badajoz,28856,-2.984801,-65.910138
Marco Diaz Olivares,24,Avenida Visitación Salazar 58 Apt. 96 ,Lleida,Granada,26335,29.789594,-36.011560
Felicidad Zabala Grande,29,Vial de Hipólito Chaves 483 Apt. 75 ,Cantabria,Málaga,06045,-150.232637,33.6440925
Felicidad Ferrer Benavides,51,C. de Rubén Perera 668,Castellón,Cantabria,31526,165.060927,-81.5129455
Andrés Felipe Macario Baena Jaén,54,Ronda de Saturnino Barragán 7 Piso 7 ,La Coruña,Granada,06841,-12.867839,-0.5923705
Juan Pablo Checa Vega,23,Camino de Elena Ibarra 89 Apt. 59 ,Cuenca,Asturias,39550,27.933866,-24.5813945
Mario Morán Perales,73,Pasadizo Aroa Cañas 74,Tarragona,Navarra,01575,131.188337,14.170079
Venceslás de Galván,42,Ronda Isaac Rey 45 Piso 1 ,Valladolid,Ceuta,02996,97.186549,-81.594450
Consuela Buendía Lluch,20,Plaza de Vilma Valentín 705,Navarra,Castellón,40003,141.799637,43.561175
Lázaro Esparza-Mata,39,Glorieta Pablo Quevedo 91,Navarra,Granada,47613,24.783068,-89.494828
Yaiza Puga Vara,57,Rambla de Ligia Gracia 11 Puerta 4 ,León,Ciudad,33600,-73.556533,-41.5803115
Inmaculada Falcó-Mir,26,Pasadizo de Anunciación Barragán 27 Piso 8 ,La Coruña,Guipúzcoa,27729,179.302694,49.592038
Florina Lamas Doménech,42,Acceso de Almudena Fernandez 5,Soria,Valladolid,26248,135.400513,70.2649555
Pedro Carrión Cabañas,67,Cañada Felicia Barranco 47 Puerta 0 ,Las Palmas,La Coruña,03402,120.667066,-19.942086
Valerio Leon Antón,73,Cañada Consuela Sastre 55,Guipúzcoa,Burgos,28294,-61.854919,9.540044
Leocadio Serra Ariño,70,Avenida de Ximena Losada 5 Puerta 6 ,Lugo,Murcia,48277,98.932840,-36.631312
Luis Prats Paredes,44,Rambla Alberto Quesada 61 Piso 9 ,Málaga,Almería,28510,-51.643139,-2.430929
Cintia Calvo,76,C. de Isa Cobo 19 Apt. 74 ,Asturias,Santa Cruz de Tenerife,07140,144.472330,88.365840
Víctor Arribas Vizcaíno,26,Vial de Fanny Múñiz 38,Teruel,La Rioja,04202,31.808894,-85.702697
Pablo Guiomar Fernández Iniesta,50,Calle de Cristian Narváez 94,Málaga,Córdoba,04699,171.884178,27.4000685
Trinidad Sevilla Hurtado,78,Cuesta de Eligia Mateu 9 Piso 0 ,Navarra,Asturias,11153,134.362489,7.0141165
Heliodoro Baró Vazquez,59,Rambla de Anunciación Aramburu 53 Apt. 31 ,Segovia,Huelva,40156,21.154726,-56.489244
Dan Campo Lillo,42,Acceso de Osvaldo Escribano 46 Apt. 40 ,Baleares,Sevilla,38391,-10.664619,40.3195675
Montserrat de Campillo,50,Vial Perlita Hervia 52 Puerta 7 ,Cantabria,Salamanca,09122,167.006539,-49.482606
Toribio Valera-Lozano,56,Pasaje de Ileana Sanmiguel 44,Santa Cruz de Tenerife,Badajoz,47991,18.352254,-41.6564345
Amelia Gallo Gargallo,48,Alameda de Albina Mariño 64,Ourense,Teruel,02901,-100.534815,45.054636
Guadalupe Pizarro Padilla,57,Vial de Azahar Roda 460,Asturias,Valencia,06870,-109.924699,16.380059
Fortunato Cadenas Soriano,25,Plaza de Angelita Salvador 98,León,Córdoba,32790,177.564169,-43.513816
Luciana Villalobos Talavera,28,Paseo de Eusebio Sala 617,Madrid,Cádiz,42676,-15.767232,15.585642
Elena del Espinosa,62,C. de Candelario Ribera 17,Baleares,Girona,15441,137.880211,26.5561975
Julieta Boix Rius,45,Pasadizo de Natalio Prat 440,Cádiz,Valencia,19976,-126.519104,53.143120
Jenny Rojas Viñas,68,Paseo Pablo Benet 6,Ceuta,Cádiz,49139,153.776688,44.142780
Prudencio Villalba Jódar,30,Callejón Amando Pascual 19 Piso 0 ,Ávila,Cáceres,38120,-104.930074,-85.846189
Ariel Farré Folch,45,Pasaje Marciano Azcona 55 Piso 8 ,Lugo,Las Palmas,09228,63.704198,-39.812841
Selena Yáñez Hoz,53,Cuesta Borja Requena 9 Piso 2 ,Las Palmas,Cádiz,18382,114.535226,-67.5013465
Lina Cortes Robles,53,Ronda Jenaro Garrido 388 Puerta 3 ,Castellón,Álava,24204,-178.943190,7.567379
Narciso de Moll,39,Pasaje Amelia Borrás 73,Santa Cruz de Tenerife,Albacete,32432,-92.683228,-62.644562
Loreto Perales Segura,79,Camino de Anunciación Aragón 93,Asturias,Córdoba,38441,-63.628906,-46.0628955
Eleuterio Tello-Peral,47,Alameda Cloe Seguí 77,Tarragona,Cuenca,31512,56.065656,53.5081485
Gervasio Conde-Galindo,39,Cañada de Santiago Morera 3,Jaén,Badajoz,14956,102.749598,-41.914302
Consuelo Sandoval Gámez,19,Urbanización de Alejandra Andrés 454 Piso 7 ,Málaga,Valladolid,13892,108.060693,55.002579
Máxima Mayol,36,Urbanización de Felipe Fernandez 24,Huesca,Pontevedra,21674,-41.214727,-87.136589
Eloy Telmo Vera Perales,71,Vial de Norberto Guerrero 87 Puerta 7 ,Guipúzcoa,Cuenca,18333,145.568322,-87.514641
Edgardo Ropero Muro,21,Paseo Piedad Parejo 52,Valladolid,Badajoz,34134,-169.714517,46.538365
María Luisa Contreras Lara,19,Paseo Georgina Falcó 745,Navarra,Cáceres,27137,-48.050978,-72.547931
Rocío Coloma Cueto,44,C. de Baudelio Bello 400,La Coruña,Teruel,16195,-25.451316,45.3784005
Saturnino Nogués Gámez,51,Pasadizo Reyes Poza 38,Álava,Granada,13679,-119.346438,14.5345525
Jorge Casares Solana,80,Pasaje Carlota Girona 35,Sevilla,Cáceres,14588,-48.042497,81.184163
Lola Pulido-Almagro,76,Pasadizo Loreto Cervera 249 Apt. 92 ,Ceuta,Ciudad,23012,116.322718,11.9328535
Reina de Arnal,68,Urbanización de Martin Lobo 574,Palencia,Guadalajara,02683,-136.111764,-69.1418265
Gastón Maldonado Aparicio,46,Cuesta Paulina Girona 41 Puerta 2 ,Ceuta,Madrid,16249,-16.601798,73.9205215
Mercedes Nerea Puig Arteaga,62,Avenida de Clotilde Feijoo 153 Piso 5 ,Santa Cruz de Tenerife,Badajoz,03686,28.859472,-22.5724825
Darío Tello,76,Camino de Conrado Bosch 83 Apt. 87 ,Lleida,La Coruña,37061,107.752639,10.1388155
Apolonia Ojeda Aragonés,46,Urbanización Amílcar Valera 17,Guipúzcoa,Sevilla,30993,146.764474,-13.445243
Ángeles Bernarda Benavent Mateos,29,Ronda Manuel Arce 91,Álava,La Rioja,49479,134.650221,37.4058135
Elisabet Prado Fabregat,45,Alameda de Josefa Urrutia 52,Zamora,Ciudad,48067,-35.414414,1.6525985
Lino Geraldo Agullo Portero,66,Acceso Claudio Castrillo 59 Puerta 8 ,Sevilla,Alicante,22578,9.824321,-13.880496
Roberto Barón Jimenez,55,Alameda Carolina Mayoral 37,Segovia,Álava,24261,149.436337,65.9629535
Edu Somoza,21,Alameda Porfirio Badía 5,Ceuta,La Rioja,40190,-129.147372,-14.104110
Alma Vall Marti,80,Rambla Daniela Valero 4,Asturias,Soria,22135,-36.036819,-85.7991785
Sebastián Checa Álvaro,47,Alameda Carla Borrego 11,Valladolid,Lugo,45907,-165.078071,-75.655433
Lucila Llopis Toro,70,Vial Adelina Palomares 3 Piso 2 ,Albacete,Tarragona,11686,133.925913,17.6424175
Almudena Martina Ribas Bejarano,57,Glorieta de Lina Herranz 386 Apt. 90 ,Jaén,Zamora,05071,-57.680434,72.3115695
Santos Duarte Mascaró,78,Vial Alex Esteban 432,Sevilla,Albacete,39185,64.758580,-14.7026965
Delia Roman Pedraza,30,Alameda Graciana Saldaña 14,Ciudad,Zamora,11372,-123.769168,-51.2054125
Hortensia Márquez Coca,21,C. María Pilar Talavera 593,Ciudad,Castellón,30637,-158.918358,-23.876966
Macarena Campo España,23,Paseo Yaiza Guillen 83 Puerta 5 ,Burgos,Málaga,31916,150.438905,-45.497832
María Ángeles Santiago Rosado,45,Avenida Marita Ortiz 61 Puerta 7 ,Granada,Alicante,51101,-23.361986,-47.3750565
Roberto Riera Gomez,48,Cuesta Ignacia Zorrilla 32,Cuenca,Vizcaya,19443,-149.939556,-74.6026105
Mohamed Garmendia Pla,31,Cañada Édgar Ballester 12 Apt. 74 ,Murcia,Lugo,49930,168.883803,47.885358
Elodia Hurtado Ávila,43,Pasaje de Carlito Moya 46,Cantabria,Lleida,09628,-120.833361,-29.0181095
Raquel Bárbara Osorio Caballero,53,Paseo de Gustavo Suárez 6 Apt. 62 ,Palencia,Toledo,36707,117.935637,47.4854695
Silvestre Falcón Riquelme,21,Via Kike Montero 701,Burgos,Ávila,34912,-12.111268,-83.747082
Estela Luís Aliaga,44,Glorieta Abril Cases 4,Navarra,Cádiz,44597,-90.210479,-68.108993
Yaiza Lluch Cámara,61,Camino Loreto Reig 3,Las Palmas,Girona,08132,-165.957185,17.579798
Adalberto Ortiz Bertrán,39,Camino Rafaela Linares 2 Puerta 4 ,Cádiz,Toledo,34638,-74.763864,21.0360205
Pepita Valverde Dalmau,27,Avenida Néstor Mínguez 44 Puerta 6 ,Pontevedra,Málaga,24582,-130.027300,85.0489415
Eligia Uribe Oller,76,Callejón Sabas Díaz 80,Segovia,Granada,23573,-66.555945,31.9539595
Catalina Díez Poza,68,Ronda de Pepito López 274 Apt. 70 ,Ceuta,Girona,33293,70.453031,80.707670
Vidal Madrigal Diego,46,Vial de Malena Gonzalez 57,Las Palmas,Barcelona,35269,-95.353585,-80.4912865
Alexandra Cañas Ángel,54,Pasaje de Anastasia Carvajal 9 Piso 9 ,Cuenca,Zamora,37949,-99.109225,87.7886555
Carmen Mas Arellano,22,Acceso de Chita Cepeda 603,Vizcaya,Huelva,43266,-133.108980,-78.502861
María Girón Gonzalo,21,Alameda de Nuria Morante 35 Puerta 4 ,Tarragona,Córdoba,29668,-115.909651,43.462023
Selena Lumbreras Zabaleta,29,Acceso de Benjamín Alvarez 26 Piso 2 ,Sevilla,Santa Cruz de Tenerife,47945,-7.747276,-85.7763135
Ciriaco Rebollo Barroso,80,Acceso Seve Haro 86,Alicante,Salamanca,17813,52.138625,70.823375
Flora de Campo,59,Vial de Emigdio Carreño 844,Tarragona,Zaragoza,36521,-103.279940,-49.1501015
Anselmo Bilbao Ruiz,52,Urbanización de Oriana Criado 86 Apt. 87 ,Badajoz,Guadalajara,48507,-108.488837,-61.947206
Febe Águeda Herrera Fuentes,73,Camino Lucía Pineda 649 Apt. 66 ,Córdoba,Girona,38680,-13.424045,17.3879195
Godofredo del Escolano,67,Paseo Maxi Hurtado 53 Piso 6 ,Melilla,Huelva,50597,-66.480691,-23.1395505
Ariel Gimeno Medina,41,Rambla de Raúl Bou 25 Apt. 31 ,Segovia,Castellón,25622,97.121033,-10.105489
Basilio Vargas,50,Acceso de Berto Fiol 586,Burgos,La Rioja,14984,62.621603,-74.2345685
Marcos Amorós Sarmiento,64,Calle de Miguela Cabeza 99 Apt. 76 ,Guadalajara,Barcelona,46264,-27.806568,-64.6239935
Adelaida Infante Rosell,69,Glorieta de Maristela Bustamante 48 Piso 2 ,Toledo,Cuenca,13323,-49.672690,-18.5033035
Carina Ibáñez Aguilera,65,Pasaje de Delfina Gallart 976,Ávila,Cáceres,39465,-129.263647,50.330800
Lucas Folch Franco,58,Calle Leopoldo Salvador 46 Apt. 17 ,Ávila,Las Palmas,24752,86.566232,45.3398995
Francisca Cerezo,71,Plaza de Diego Colomer 513 Apt. 60 ,Badajoz,Albacete,16334,75.941741,51.2148725
Onofre Borja-Olmedo,27,Paseo Zacarías Granados 76,Tarragona,Álava,22181,78.198032,-64.7643665
Ruperto Cirino Landa Ramos,18,Camino de Valentín Salamanca 45 Piso 8 ,Tarragona,Castellón,49199,-99.082933,16.1901795
Florencio Angulo Nevado,44,Alameda Albert Bru 57 Puerta 3 ,Almería,Castellón,50961,-38.232625,-27.891333
Eliana Carnero Toro,46,Urbanización de Dorotea Amigó 38 Piso 6 ,Las Palmas,Navarra,40327,-144.349645,7.912117
Ruperta Cazorla Ugarte,45,Ronda Leticia Morán 715,Alicante,Melilla,41080,130.687361,-88.976253
Fidel Alejo Salas Robledo,67,Pasaje Yéssica Cornejo 854 Piso 3 ,Soria,Baleares,36460,143.093852,19.3531905
Yésica Luna Barba,37,C. de Antonio Izquierdo 1 Piso 4 ,Cáceres,Valencia,26766,24.300855,28.8651685
Azeneth Sevillano Amor,69,Cuesta Nayara Infante 136,Huesca,Navarra,42740,-173.541402,-2.819290
Teodosio González-Guijarro,64,Pasaje Eufemia Colom 14,Valencia,Lleida,25832,110.791580,58.3950305
Cecilia Cueto Ródenas,42,Acceso Micaela Saura 75,Valencia,Las Palmas,15041,154.539048,-20.225488
Victorino Amor,60,Calle de Rosalva Novoa 8,Álava,Alicante,48038,163.399746,-10.488053
Noé Oliveras Anglada,40,Acceso Anselma Bueno 61 Apt. 30 ,Málaga,Alicante,02212,-119.073806,35.3334505
Rafa Graciano Coronado Carmona,60,Glorieta de Jafet Gimenez 965 Apt. 37 ,Almería,Huelva,27916,163.830222,46.1413305
Porfirio Quesada Ramón,36,Pasadizo de Antonio Fonseca 24 Puerta 4 ,Zaragoza,Guadalajara,06157,104.392020,-27.134490
Florencio Cepeda Carro,46,Calle Manu Benavente 85 Apt. 09 ,Segovia,Ceuta,49191,-43.826811,34.454942
Heraclio Reina Velasco,79,Avenida de Esperanza Tolosa 8,Ourense,Baleares,05127,-92.567651,-69.952451
Áurea Soler,52,Paseo Esperanza Céspedes 9 Apt. 86 ,Almería,Burgos,51574,119.886041,-69.7052595
Paz Ramis Arnal,21,Rambla Goyo Bayo 749,Valencia,Pontevedra,11315,39.221091,76.555618
José Luis Calisto Comas Villar,22,Pasaje de Eustaquio Cid 85 Apt. 79 ,Cádiz,Ourense,14825,-54.394396,-38.727136
Ruy Martinez Fuster,61,Calle de Tere Zapata 58,Huelva,Cáceres,47890,169.224758,40.9204285
Pablo Barrera Corral,36,Via Paloma Verdejo 75,Salamanca,Huelva,25385,-24.565215,22.142345
Emiliano Requena Pombo,51,Pasaje de Nicodemo Zabala 74 Piso 3 ,La Rioja,Soria,24368,-82.279479,86.5856835
Vera Mínguez Asenjo,39,Plaza de Fortunato Chaparro 87,Valencia,Cantabria,40301,117.309792,27.040124
Brígida Casas Prado,57,Glorieta Marisol Iborra 20,Santa Cruz de Tenerife,Jaén,20291,148.930979,6.8550165
Borja Bauzà Luz,75,Ronda de Lorenza Luz 79,Santa Cruz de Tenerife,Jaén,45272,-24.056496,74.395781
Serafina Revilla-Carrasco,38,Alameda de Herminia Morillo 128,Baleares,Ourense,15327,72.120119,-81.788422
Patricio Olmedo Jove,67,Cañada Teófila Pla 44 Apt. 37 ,Valladolid,Ávila,26717,108.063391,-48.234711
Luisina Campillo Sabater,31,Avenida de Juan Pablo Batlle 39 Piso 7 ,Badajoz,Zaragoza,49897,-70.673413,-53.5117435
Saturnina Cámara Alcolea,42,Avenida Filomena Mendez 28,Valladolid,Cuenca,44825,61.639559,14.5312325
Perlita Amigó Romero,55,C. Carlos Ródenas 3 Piso 6 ,Almería,Las Palmas,45185,-10.022816,60.4609825
Maximiano Terrón Montesinos,31,Paseo de Plinio Escamilla 59 Puerta 8 ,Pontevedra,Palencia,18168,-98.030676,-63.269147
Susanita Roura Alcolea,27,Cañada Elisabet Ordóñez 89 Apt. 84 ,Asturias,Vizcaya,33316,102.535625,-28.0962335
Encarna Baeza Rios,23,Paseo Santiago Jódar 77 Apt. 29 ,La Coruña,Badajoz,33005,-64.710961,65.573800
Nydia Tirado Peiró,19,C. de Ema Montoya 5,Salamanca,La Coruña,32396,154.324127,43.518234
Nilo Miró Bustos,60,Rambla Dalila Teruel 6 Piso 8 ,Asturias,Álava,27088,113.175646,-79.7030445
Tania Salinas Tomas,65,Cañada Juan Luis Albero 36 Piso 9 ,Sevilla,Jaén,11648,127.583613,50.2128115
Gabriela Carrasco Céspedes,62,Pasadizo Felisa Isern 832 Puerta 7 ,Toledo,Tarragona,33738,148.475655,-34.2380485
Maricela Manso-Peralta,26,Glorieta de Begoña Company 84 Piso 1 ,Vizcaya,Valladolid,13892,-111.374655,-4.069802
Ariel Martí-Piquer,19,Camino María Fernanda Diaz 19 Apt. 31 ,Lleida,Segovia,29044,82.380384,52.848266
Mirta Eulalia Salamanca Falcó,26,Glorieta de Úrsula Barros 244 Piso 9 ,Baleares,Navarra,48876,107.356399,-60.8008705
Maite Adadia Pareja,63,Ronda de Francisca Perera 56,Granada,Salamanca,02151,-32.046970,-77.8303595
Lorena Paredes Viana,32,Alameda Fulgencio Jaén 69,Asturias,Ceuta,08807,-103.348668,-77.3590315
Anastasia Velasco Ibarra,75,C. Lupe Estévez 31,Valladolid,León,09624,86.369508,75.086229
Andrea Coello Viana,52,Plaza de Nacho Uribe 1,Albacete,Cuenca,25771,-167.187184,-47.7727565
Aurora Blanca Prado,32,Alameda Ambrosio Nadal 41,Zamora,Vizcaya,20444,98.272295,-66.9034735
Odalis Pacheco Garcia,72,Vial Clementina Chico 87,Burgos,Girona,26358,-53.411459,-89.9618595
Samanta Pedrosa Ávila,68,Vial de Ariadna Pi 130 Piso 3 ,Granada,Lugo,12777,-158.705323,-77.8879325
Telmo Romero Cerdán,21,Rambla de Lucía Piquer 80 Piso 0 ,Sevilla,Córdoba,35639,178.512823,-80.3661665
León Herrera Cueto,40,Acceso Jose Angel Madrigal 50 Puerta 0 ,Cantabria,Valladolid,20264,-118.028087,21.829827
Silvio Armas Caballero,48,Paseo Ildefonso Tamayo 99 Apt. 01 ,Barcelona,Murcia,29436,130.251675,-55.2755425
Onofre Larrañaga Campos,61,Pasaje Maximino Pineda 70 Apt. 82 ,Huesca,Teruel,32909,39.636322,-23.7760085
Fabiola Galan Sala,35,Alameda de Dionisia Ibarra 62 Apt. 06 ,Sevilla,Burgos,37354,-37.783752,8.402631
Luis Miguel Nebot-Ferrández,54,C. Ángela Quintero 54,Zaragoza,Girona,37118,173.364283,23.542921
Jafet Sobrino Valencia,23,Paseo de Angélica Moraleda 842 Piso 7 ,Madrid,Burgos,50288,123.279325,13.342580
Viviana Mínguez Barral,42,Calle de Candela Hernández 13,Huelva,Jaén,51195,56.308949,-17.694422
Cosme Galán,79,Acceso Ariel Ayllón 33,Murcia,Córdoba,03474,138.422591,13.8741045
Roldán Hidalgo Ariño,33,C. de Anastasio Arenas 81,Tarragona,La Rioja,22464,5.039893,57.581258
María Dolores Sala Campo,38,C. Gastón Salmerón 8,Girona,Álava,15231,-127.256425,-86.3701445
Caridad Alberto,56,Pasaje de Diego Ojeda 2,Madrid,Ceuta,25458,21.368262,9.9449655
Nazaret Costa Pintor,69,Cañada de Aránzazu Jordán 69 Puerta 7 ,Valencia,Ourense,27443,-89.821883,74.093423
Inocencio Juan Antonio Vives Canet,29,Calle Victoriano Santiago 9,Vizcaya,Murcia,46163,35.987161,28.637282
Ángela Huerta Solana,78,Vial Salud Carballo 157,Zaragoza,Guadalajara,17837,136.356767,-43.753926
Encarnación Fiol Ramirez,48,Pasaje José Manuel Bayón 73,Álava,Huesca,48019,25.206901,-89.4878165
Florencia Romero Cueto,71,Avenida Rosa Navarrete 251 Apt. 35 ,Lleida,Santa Cruz de Tenerife,05511,-161.023876,-1.5085245
Rico Edelmiro Arroyo Camino,30,Cuesta Luis Miguel Arce 340 Apt. 06 ,Girona,Burgos,29498,116.177965,3.682424
Serafina Boada Mínguez,48,Cañada Andrés Felipe Arnau 170,Castellón,La Coruña,16516,172.976640,42.227032
Alondra Lucena Briones,47,Callejón de José Mari Moraleda 85,Tarragona,Pontevedra,12046,48.820009,-50.055166
Maricruz Clavero Llanos,43,Rambla Olalla Colom 35,Murcia,Soria,01931,-151.109710,-86.1526375
Victoria Diéguez Mercader,69,Callejón de Julieta Avilés 58,Almería,Almería,08933,-155.947053,63.706474
Hortensia Andreu Pablo,35,Cañada Sandra Chacón 35,Cáceres,Tarragona,46361,-29.822049,70.756041
Baldomero Casas Martí,60,Rambla Juan Luis Calvet 405 Apt. 46 ,Sevilla,Segovia,23427,135.216062,3.000472
Teresa Cuenca Porcel,66,Avenida de Santos Pujadas 8,Teruel,Navarra,16134,149.724748,0.299658
Estrella de Salas,51,Via Reynaldo Andrade 12,Girona,Ávila,31525,132.844040,53.8565625
Néstor Vilar Roca,67,Cañada de Isidoro Bonilla 79,Tarragona,Melilla,35279,-116.949168,5.898837
Nidia Yolanda Noguera Vives,75,Vial Silvia Gimeno 73 Apt. 58 ,La Coruña,Ourense,15678,22.448727,-54.120556
Candelas Urrutia Reguera,71,Urbanización Pastora Sabater 70,Soria,La Coruña,30438,-86.522710,41.8536605
Macarena Guillén Salamanca,57,Paseo de Juan Antonio Guardiola 3 Apt. 56 ,Vizcaya,Las Palmas,45988,53.248947,-4.605651
Selena Amador Casares,68,Callejón de Rico Barranco 4,Zamora,Granada,30505,-27.114607,-67.9639475
Maricela Adoración Diego Ferrán,79,Urbanización de Lucho Blanch 363 Apt. 60 ,Jaén,Teruel,31065,95.577674,8.5071905
Abigaíl Filomena Barberá Pedro,63,Camino de Gerónimo Tejedor 26 Piso 3 ,Almería,Palencia,23358,51.837390,48.9477085
Encarnita Recio Carro,21,Ronda de Marcelo Sebastián 76,Ávila,Murcia,18379,32.387017,-56.1451795
Nicanor Burgos-Vazquez,35,Ronda Aarón Moya 79,Teruel,Cádiz,41904,-73.988045,-89.6196005
Jesús Gargallo Ledesma,66,Camino de Alcides Blázquez 22 Puerta 7 ,Cáceres,Girona,42620,40.913156,86.220248
Tania Roldan Larrañaga,33,Paseo Renata Suarez 4,Vizcaya,Albacete,26351,17.904553,61.3767325
Benita Sanz Aznar,75,Glorieta de Marisela Pinedo 33 Piso 3 ,Cuenca,Ourense,09121,-103.250417,28.783934
Alondra Colom Clavero,46,Avenida Palmira Benitez 5 Puerta 1 ,Ciudad,Ávila,32035,138.614569,-47.620100
Manu Morales Villalobos,73,Urbanización de Reinaldo Vizcaíno 420 Piso 7 ,La Coruña,Santa Cruz de Tenerife,37218,103.199185,-79.794472
Mónica Barberá-Benítez,37,Avenida de María Del Carmen Ramos 60 Apt. 04 ,Ourense,Tarragona,08639,-151.904378,-28.150454
Victorino Plana,59,Vial Amarilis Azcona 94,Badajoz,Zaragoza,25098,57.982185,-64.9614495
